0,-0.7125,0.151554,0,0,-1,0.04,0,0
0,-0.5925,0.0216506,-0.5325,0.0216506,0.04,0.08,0.08,0.04
0,0,0,0,0,0.08,-1,0,0
0.04,-0.7125,0.151554,0,0,0,-1,0,0
0.04,-0.5925,0.0216506,-0.5325,-0.255477,0.08,0,-1,0.08
0.04,-0.5325,0.0216506,0,0,0.28,0.08,0.08,-1
0.04,-0.495,0.251147,-0.27,0.372391,0.2,0.24,0.24,0.2
0.04,-0.48,0.0866025,-0.195,0.112583,0.24,0.28,0.28,0.24
0.04,0,0,0,0,0.2,-1,0,0
0.08,-0.6975,-0.0995929,0,0,-1,0,0,0
0.08,-0.5925,0.0216506,-0.5625,0.307439,0,0.04,0.04,-1
0.08,-0.5325,0.0216506,-0.7125,0.151554,0.04,0.28,-1,0.04
0.08,-0.4425,-0.160215,-0.345,-0.190526,0.28,0.12,0.12,0.28
0.08,0,0,0,0,0.12,-1,0,0
0.12,-0.5325,-0.255477,0,0,-1,0.08,0,0
0.12,-0.4425,-0.160215,-0.5325,0.0216506,0.08,0.28,0.28,0.08
0.12,-0.345,-0.190526,-0.1575,-0.0562917,0.28,0.32,0.32,0.28
0.12,-0.24,-0.407032,-0.0525,-0.368061,0.32,0.36,0.36,0.32
0.12,0,0,0,0,0.36,-1,0,0
0.16,-0.09,-0.632199,0,0,-1,0.36,0,0
0.16,-0.00749999,-0.549926,-0.0225,-0.385381,0.36,0.56,0.56,0.36
0.16,0.18,-0.606218,0.2175,-0.463324,0.56,0.96,0.96,0.56
0.16,0.2325,-0.67117,0,0,0.96,-1,0,0
0.2,-0.5625,0.307439,0,0,0.04,-1,0,0
0.2,-0.495,0.251147,-0.48,0.0866025,0.24,0.04,0.04,0.24
0.2,-0.3075,0.523945,0,0,-1,0.4,0,0
0.2,-0.27,0.372391,-0.165,0.164545,0.44,0.24,0.24,0.44
0.2,-0.2475,0.420022,-0.015,0.502295,0.4,0.44,0.44,0.4
0.24,-0.495,0.251147,-0.7125,0.151554,0.04,0.2,-1,0.04
0.24,-0.48,0.0866025,-0.5325,0.0216506,0.28,0.04,0.04,0.28
0.24,-0.27,0.372391,-0.2475,0.420022,0.2,0.44,0.44,0.2
0.24,-0.195,0.112583,-0.1575,-0.0562917,0.48,0.28,0.28,0.48
0.24,-0.165,0.164545,0.075,0.242487,0.44,0.48,0.48,0.44
0.28,-0.5325,0.0216506,-0.5925,0.0216506,0.08,0.04,0.04,0.08
0.28,-0.48,0.0866025,-0.7125,0.151554,0.04,0.24,-1,0.04
0.28,-0.4425,-0.160215,0,0,0.12,0.08,0.08,-1
0.28,-0.345,-0.190526,0,0,0.32,0.12,0.12,-1
0.28,-0.195,0.112583,-0.165,0.164545,0.24,0.48,0.48,0.24
0.28,-0.1575,-0.0562917,-0.0975,-0.0995929,0.48,0.32,0.32,0.48
0.32,-0.345,-0.190526,-0.4425,-0.160215,0.12,0.28,0.28,0.12
0.32,-0.24,-0.407032,0,0,0.36,0.12,0.12,-1
0.32,-0.1575,-0.0562917,-0.195,0.112583,0.28,0.48,0.48,0.28
0.32,-0.0975,-0.0995929,0.135,-0.0433013,0.48,0.52,0.52,0.48
0.32,-0.0525,-0.368061,0,0,0.52,0.36,0.36,-1
0.36,-0.285,-0.476314,0,0,-1,0.12,0,0
0.36,-0.24,-0.407032,-0.345,-0.190526,0.12,0.32,0.32,0.12
0.36,-0.0525,-0.368061,-0.0975,-0.0995929,0.32,0.52,0.52,0.32
0.36,-0.0225,-0.385381,0.12,-0.35507,0.52,0.56,0.56,0.52
0.36,-0.00750002,-0.549926,0.18,-0.606218,0.56,0.16,0.16,0.56
0.36,0,0,0,0,0.16,-1,0,0
0.4,-0.3075,0.523945,0,0,0.2,-1,0,0
0.4,-0.2475,0.420022,0,0,0.44,0.2,0.2,-1
0.4,-0.0375,0.627868,0,0,-1,0.6,0,0
0.4,-0.015,0.502295,0.015,0.484974,0.6,0.44,0.44,0.6
0.44,-0.27,0.372391,-0.495,0.251147,0.24,0.2,0.2,0.24
0.44,-0.2475,0.420022,-0.0375,0.627868,0.2,0.4,0.4,-1
0.44,-0.165,0.164545,-0.195,0.112583,0.48,0.24,0.24,0.48
0.44,-0.015,0.502295,-0.3075,0.523945,0.4,0.6,-1,0.4
0.44,0.015,0.484974,-0.0375,0.627868,0.6,0.64,-1,0.6
0.44,0.075,0.242487,0.1275,0.212176,0.64,0.48,0.48,0.64
0.48,-0.195,0.112583,-0.48,0.0866025,0.28,0.24,0.24,0.28
0.48,-0.165,0.164545,-0.27,0.372391,0.24,0.44,0.44,0.24
0.48,-0.1575,-0.0562917,-0.345,-0.190526,0.32,0.28,0.28,0.32
0.48,-0.0975,-0.0995929,-0.0525,-0.368061,0.52,0.32,0.32,0.52
0.48,0.075,0.242487,0.015,0.484974,0.44,0.64,0.64,0.44
0.48,0.1275,0.212176,0.33,0.320429,0.64,0.68,0.68,0.64
0.48,0.135,-0.0433013,0.2025,-0.177535,0.72,0.52,0.52,0.72
0.48,0.195,0.0606218,0.4875,0.0303109,0.68,0.72,0.72,0.68
0.52,-0.0975,-0.0995929,-0.1575,-0.0562917,0.32,0.48,0.48,0.32
0.52,-0.0525,-0.368061,-0.24,-0.407032,0.36,0.32,0.32,0.36
0.52,-0.0225,-0.385381,0,0,0.56,0.36,0.36,-1
0.52,0.12,-0.35507,0.2175,-0.463324,0.76,0.56,0.56,0.76
0.52,0.135,-0.0433013,0.195,0.0606218,0.48,0.72,0.72,0.48
0.52,0.2025,-0.177535,0.405,-0.216506,0.72,0.76,0.76,0.72
0.56,-0.0225,-0.385381,-0.09,-0.632199,0.36,0.52,-1,0.36
0.56,-0.0075,-0.549926,0,0,0.16,0.36,0.36,-1
0.56,0.12,-0.35507,0.2025,-0.177535,0.52,0.76,0.76,0.52
0.56,0.18,-0.606218,0,0,0.96,0.16,0.16,-1
0.56,0.2175,-0.463324,0.2325,-0.67117,0.76,0.96,0.96,-1
0.6,-0.0375,0.627868,0,0,0.4,-1,0,0
0.6,-0.015,0.502295,-0.2475,0.420022,0.44,0.4,0.4,0.44
0.6,0.015,0.484974,0.075,0.242487,0.64,0.44,0.44,0.64
0.6,0.2325,0.515285,0.33,0.320429,0.84,0.64,0.64,0.84
0.6,0.27,0.588897,0,0,-1,0.84,0,0
0.64,0.015,0.484974,-0.015,0.502295,0.44,0.6,0.6,0.44
0.64,0.075,0.242487,-0.165,0.164545,0.48,0.44,0.44,0.48
0.64,0.1275,0.212176,0.195,0.0606218,0.68,0.48,0.48,0.68
0.64,0.2325,0.515285,-0.0375,0.627868,0.6,0.84,-1,0.6
0.64,0.33,0.320429,0.27,0.588897,0.84,0.68,-1,0.84
0.68,0.1275,0.212176,0.075,0.242487,0.48,0.64,0.64,0.48
0.68,0.195,0.0606218,0.135,-0.0433013,0.72,0.48,0.48,0.72
0.68,0.33,0.320429,0.2325,0.515285,0.64,0.84,0.84,0.64
0.68,0.405,0.320429,0.27,0.588897,0.84,0.8,-1,0.84
0.68,0.4875,0.0303109,0.405,-0.216506,0.92,0.72,0.72,0.92
0.68,0.51,0.199186,0.4725,0.437343,0.8,0.88,-1,0.8
0.68,0.5175,0.0476314,0.6675,0.238157,0.88,0.92,-1,0.88
0.72,0.135,-0.0433013,-0.0975,-0.0995929,0.52,0.48,0.48,0.52
0.72,0.195,0.0606218,0.1275,0.212176,0.48,0.68,0.68,0.48
0.72,0.2025,-0.177535,0.12,-0.35507,0.76,0.52,0.52,0.76
0.72,0.405,-0.216506,0.66,-0.00866025,0.92,0.76,-1,0.92
0.72,0.4875,0.0303109,0.5175,0.0476314,0.68,0.92,0.92,0.68
0.76,0.12,-0.35507,-0.0225,-0.385381,0.56,0.52,0.52,0.56
0.76,0.2025,-0.177535,0.135,-0.0433013,0.52,0.72,0.72,0.52
0.76,0.2175,-0.463324,0.18,-0.606218,0.96,0.56,0.56,0.96
0.76,0.405,-0.216506,0.4875,0.0303109,0.72,0.92,0.92,0.72
0.76,0.435,-0.277128,0.2325,-0.67117,0.92,0.96,0.96,-1
0.8,0.405,0.320429,0.33,0.320429,0.68,0.84,0.84,0.68
0.8,0.4725,0.437343,0,0,0.84,-1,0,0
0.8,0.51,0.199186,0.5175,0.0476314,0.88,0.68,0.68,0.88
0.8,0.6675,0.238157,0,0,-1,0.88,0,0
0.84,0.2325,0.515285,0.015,0.484974,0.64,0.6,0.6,0.64
0.84,0.27,0.588897,0,0,0.6,-1,0,0
0.84,0.33,0.320429,0.1275,0.212176,0.68,0.64,0.64,0.68
0.84,0.405,0.320429,0.51,0.199186,0.8,0.68,0.68,0.8
0.84,0.4725,0.437343,0,0,-1,0.8,0,0
0.88,0.51,0.199186,0.405,0.320429,0.68,0.8,0.8,0.68
0.88,0.5175,0.0476314,0.4875,0.0303109,0.92,0.68,0.68,0.92
0.88,0.66,-0.00866025,0,0,-1,0.92,0,0
0.88,0.6675,0.238157,0,0,0.8,-1,0,0
0.92,0.405,-0.216506,0.2025,-0.177535,0.76,0.72,0.72,0.76
0.92,0.435,-0.277128,0.2175,-0.463324,0.96,0.76,0.76,0.96
0.92,0.4875,0.0303109,0.195,0.0606218,0.72,0.68,0.68,0.72
0.92,0.495,-0.320429,0,0,-1,0.96,0,0
0.92,0.5175,0.0476314,0.51,0.199186,0.68,0.88,0.88,0.68
0.92,0.66,-0.00866025,0,0,0.88,-1,0,0
0.96,0.18,-0.606218,-0.00750002,-0.549926,0.16,0.56,0.56,0.16
0.96,0.2175,-0.463324,0.12,-0.35507,0.56,0.76,0.76,0.56
0.96,0.2325,-0.67117,0,0,-1,0.16,0,0
0.96,0.435,-0.277128,0.405,-0.216506,0.76,0.92,0.92,0.76
0.96,0.495,-0.320429,0,0,0.92,-1,0,0
